GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0500000US06075,06075,"San Francisco County, California",348832,1610,78378,1490,57.5,0.4,96506,1962,5.8,0.2,29604,3369,0.4,0.1,40938,24515,28.3,0.3,66692,2081,0.3,0.1,51507,17421,4.4,0.3,52373,2957,3.3,0.2,69971,7665,11.5,0.3,58651,2170,51.2,0.4,101095,1589,3.6,0.2,32535,4655,42.2,0.3,105468,1893,33.9,0.3,78746,2375,20.2,0.2,38943,1261,159647,2052,93391,2329,36.5,0.7,102446,3833,63.5,0.7,89195,2405,73.4,0.7,115991,2708,18.7,0.6,48750,2672,7.8,0.5,59274,3073,189185,2125,63270,1724,47.1,0.7,56124,2650,34.6,0.6,41217,1597,12.5,0.6,109610,4238,52.9,0.7,71748,2851,35.9,0.7,51413,1910,17.0,0.6,125660,3866,29.6,(X),(X),(X),32.4,(X),(X),(X),26.3,(X),(X),(X)
0500000US06077,06077,"San Joaquin County, California",217343,1188,53253,679,63.9,0.5,56093,1184,7.6,0.3,39753,3033,1.0,0.1,36936,4211,12.1,0.3,60493,3552,0.4,0.1,76808,14390,9.6,0.4,42754,2603,5.4,0.3,45007,5041,31.7,0.3,43459,1266,45.4,0.4,62908,1333,3.9,0.2,27439,2978,36.1,0.4,54037,1094,40.2,0.4,63911,1568,19.8,0.3,40990,1232,162293,1560,59614,1029,51.4,0.7,51983,1116,48.6,0.7,67551,1628,68.8,0.6,74003,1262,21.4,0.6,31076,781,9.7,0.5,41108,1085,55050,1569,31854,1005,52.3,1.3,27077,1401,43.4,1.2,23879,1105,9.0,0.9,45237,4424,47.7,1.3,38159,1857,34.7,1.4,32962,1755,13.0,1.0,60219,6529,30.8,(X),(X),(X),31.2,(X),(X),(X),26.0,(X),(X),(X)
0500000US06079,06079,"San Luis Obispo County, California",102350,1060,59454,1455,89.4,0.7,60441,1597,1.4,0.3,72341,24298,0.6,0.2,49896,23380,3.0,0.3,61921,8751,0.0,0.1,-,**,3.4,0.4,46813,5817,2.1,0.3,39123,12632,15.2,0.5,45202,2879,78.3,0.6,63915,1934,6.9,0.6,17075,2745,26.9,0.5,62004,3782,39.7,0.7,74532,2624,26.6,0.5,48957,2276,65084,890,75828,1713,38.8,1.0,67253,4319,61.2,1.0,79165,2515,79.4,1.2,87073,1850,14.2,1.1,37525,3155,6.4,0.7,43209,5616,37266,1113,34213,1407,52.7,1.7,30734,1628,41.6,1.7,27814,2126,11.2,1.0,48726,7672,47.3,1.7,39776,2143,30.5,1.6,37822,3046,16.8,1.7,46202,7348,30.1,(X),(X),(X),30.1,(X),(X),(X),28.4,(X),(X),(X)
0500000US06081,06081,"San Mateo County, California",258683,1087,91421,1320,63.2,0.5,93814,1968,2.9,0.2,55785,5085,0.3,0.1,74922,29101,23.6,0.3,105199,2289,0.9,0.1,75657,10244,6.0,0.3,58634,5204,3.0,0.2,87083,4492,18.6,0.4,63398,2214,51.8,0.4,103795,1876,1.8,0.2,47113,4103,33.9,0.4,102104,2183,41.6,0.4,106215,1797,22.6,0.3,57059,1418,175308,1618,108088,1509,44.9,0.6,115812,2976,55.1,0.6,103164,2162,78.0,0.6,125303,1730,15.3,0.5,58902,2632,6.7,0.4,72357,6291,83375,1734,57656,1529,54.9,1.1,53888,1747,43.9,0.9,45938,1991,10.9,0.8,97438,8097,45.1,1.1,62338,2309,34.2,1.1,52389,1974,10.9,0.9,101717,4641,28.1,(X),(X),(X),28.4,(X),(X),(X),25.0,(X),(X),(X)
0500000US06083,06083,"Santa Barbara County, California",142028,875,63409,1372,80.2,0.6,66318,1355,1.7,0.2,56684,13490,1.0,0.2,44176,11495,4.4,0.2,68553,6991,0.2,0.1,48177,60103,9.8,0.5,46957,2262,2.7,0.3,51629,6482,31.7,0.5,48635,1721,60.0,0.5,73395,1540,6.4,0.3,26701,2222,31.5,0.5,65850,1925,37.5,0.5,80000,2188,24.6,0.5,50533,1408,93059,1053,73636,1463,46.9,0.9,63404,2815,53.1,0.9,83340,2685,74.3,1.1,88565,2198,17.7,0.9,37516,2638,8.0,0.7,50876,4533,48969,997,39419,1819,53.8,1.2,34879,2510,40.6,1.3,30697,1904,13.3,1.1,57964,8666,46.2,1.2,45896,2131,31.2,1.3,37695,3097,15.0,1.0,62775,6913,33.6,(X),(X),(X),33.1,(X),(X),(X),31.1,(X),(X),(X)
0500000US06085,06085,"Santa Clara County, California",614714,1474,93854,745,55.7,0.2,91859,1074,2.7,0.1,62292,4949,0.5,0.1,54580,5755,31.2,0.2,113644,1810,0.3,0.1,85236,10736,6.7,0.2,55838,2368,2.9,0.1,87706,4458,19.6,0.2,59543,1490,44.1,0.2,103031,1423,2.4,0.1,38694,3056,38.7,0.2,105290,1331,40.0,0.2,108068,1298,18.9,0.2,53510,1234,440578,2353,106401,1039,49.4,0.4,113780,1543,50.6,0.4,100425,1126,78.2,0.5,124087,1151,14.7,0.4,49557,1517,7.1,0.3,68436,3571,174136,2173,59492,1588,50.1,0.6,47792,1607,40.3,0.7,40813,1382,9.8,0.5,92704,4888,49.9,0.6,72514,2023,35.7,0.7,61287,2133,14.2,0.5,106986,4743,27.2,(X),(X),(X),27.4,(X),(X),(X),23.8,(X),(X),(X)
0500000US06087,06087,"Santa Cruz County, California",94219,836,66923,1815,86.2,0.6,68846,2172,0.9,0.2,65474,24566,0.6,0.2,31750,26825,3.9,0.3,73947,11215,0.1,0.1,16523,24355,5.6,0.5,48463,6008,2.6,0.3,55739,8205,21.8,0.6,48416,2485,71.1,0.6,74883,2256,4.7,0.4,21178,5004,29.4,0.7,66025,2994,43.5,0.7,87168,2951,22.4,0.4,48091,2173,59085,960,81495,1441,44.2,1.0,73043,3391,55.8,1.0,87805,3172,75.2,1.1,98092,3321,17.2,0.9,37265,3263,7.6,0.7,56675,6810,35134,986,40731,1799,53.4,1.4,37806,2445,39.7,1.5,31799,2257,13.8,1.2,61757,5920,46.6,1.4,44539,4022,31.4,1.6,35322,5251,15.2,1.4,71661,9958,26.9,(X),(X),(X),27.0,(X),(X),(X),24.5,(X),(X),(X)
0500000US06089,06089,"Shasta County, California",68961,676,44556,1108,91.5,0.6,44907,1120,0.4,0.1,38357,4198,2.2,0.3,42220,9370,1.7,0.3,46404,9740,0.1,0.1,57500,35564,1.5,0.3,33260,4879,2.6,0.4,39401,7353,6.1,0.5,37929,2736,87.3,0.6,45262,1091,3.6,0.5,21419,2486,25.8,0.7,47295,2800,40.9,0.7,53470,2633,29.7,0.6,36334,1301,44541,932,55028,1695,37.2,1.3,48965,3451,62.8,1.3,58279,2121,73.7,1.4,66718,1994,19.1,1.4,28414,2163,7.2,0.8,40520,4746,24420,910,26147,1032,55.1,1.7,24239,1306,46.2,1.9,21960,1128,8.8,1.3,39611,4550,44.9,1.7,28370,1978,34.9,1.8,25589,1963,10.0,1.2,47289,8844,25.2,(X),(X),(X),25.7,(X),(X),(X),22.6,(X),(X),(X)
0500000US06091,06091,"Sierra County, California",1291,163,43107,7027,95.7,2.9,43258,8788,0.0,2.7,-,**,0.9,1.1,-,**,0.2,0.3,-,**,0.0,2.7,-,**,2.1,2.2,-,**,1.2,1.2,-,**,6.0,2.3,16719,36154,91.8,2.9,43589,9298,0.0,2.7,-,**,15.7,4.4,52361,24030,49.4,5.7,41971,15575,34.9,5.2,42115,10524,840,121,57708,25538,25.0,7.6,63750,30387,75.0,7.6,54886,33623,85.0,6.3,73688,16837,12.1,6.0,12237,14713,2.9,2.5,36731,12555,451,126,25313,9753,53.4,14.8,39491,10375,42.6,14.1,41071,5623,10.9,10.9,16402,9870,46.6,14.8,15985,7382,43.7,13.5,16477,7187,2.9,5.4,-,**,36.5,(X),(X),(X),36.1,(X),(X),(X),37.3,(X),(X),(X)
0500000US06093,06093,"Siskiyou County, California",19380,354,37495,1719,89.2,0.8,39674,1723,1.2,0.3,27589,15554,2.8,0.4,20436,2388,1.0,0.3,34688,18984,0.3,0.2,31121,7032,1.3,0.4,27566,8919,4.1,0.6,27500,5534,7.4,0.6,30112,3382,84.3,0.9,40063,1695,3.8,0.8,17188,3137,23.8,0.9,41425,2232,41.2,1.1,43909,2309,31.2,0.9,32263,1678,12050,427,46079,2265,35.0,1.7,36250,3806,65.0,1.7,51039,3314,76.1,2.0,55688,1848,15.5,2.0,21037,2559,8.5,1.6,28214,3483,7330,365,22695,1818,52.7,2.5,21327,1632,44.5,2.2,18988,1766,8.2,1.8,43378,8810,47.3,2.5,24614,2746,36.7,2.4,21860,1744,10.6,2.2,49153,6887,29.0,(X),(X),(X),28.7,(X),(X),(X),26.7,(X),(X),(X)
0500000US06095,06095,"Solano County, California",142521,1395,67341,1369,60.4,0.6,71241,1502,15.1,0.4,53735,3646,0.6,0.1,48654,12964,13.0,0.4,82347,2829,0.7,0.1,72574,16629,6.0,0.4,55231,3358,4.2,0.3,59349,5456,17.6,0.5,56360,2853,50.2,0.6,73943,1312,3.2,0.3,30412,2186,32.1,0.6,67605,3060,43.5,0.6,80954,1380,21.2,0.3,51172,1761,102042,1471,77634,1301,44.7,0.7,67397,3003,55.3,0.7,84525,1442,69.9,0.9,92805,1611,21.9,0.9,42993,1660,8.2,0.6,54106,3185,40479,1155,42201,1435,54.8,1.7,36433,1940,45.7,1.5,32136,1194,9.1,1.0,65593,11150,45.2,1.7,48071,3097,33.3,1.7,43745,2031,11.9,1.3,68205,8890,28.7,(X),(X),(X),28.4,(X),(X),(X),26.4,(X),(X),(X)
0500000US06097,06097,"Sonoma County, California",186935,1208,63799,1179,85.4,0.5,65764,1128,1.1,0.1,57773,13549,0.9,0.2,53068,7338,3.4,0.2,70707,3303,0.2,0.1,76274,9281,6.4,0.4,44419,2449,2.7,0.2,59746,7150,16.2,0.4,50336,1383,76.8,0.4,67593,1322,3.0,0.3,36421,4315,29.1,0.4,65253,1951,42.6,0.4,77432,1781,25.3,0.4,49337,1562,117825,1559,76614,1422,43.7,0.7,68372,2510,56.3,0.7,82201,1518,74.9,0.8,90076,1546,16.4,0.8,44127,1729,8.7,0.6,52867,2702,69110,1461,42542,1392,56.7,1.1,38391,1945,46.2,1.3,32242,1572,10.5,0.7,66815,4932,43.3,1.1,47166,1665,30.2,1.1,38254,2021,13.2,1.1,70528,5092,27.6,(X),(X),(X),27.3,(X),(X),(X),25.7,(X),(X),(X)
0500000US06099,06099,"Stanislaus County, California",168090,903,49573,1110,79.6,0.5,51185,979,2.8,0.2,31683,8211,0.9,0.1,32843,8557,4.7,0.2,59474,5208,0.7,0.1,37750,9448,8.1,0.5,40928,2504,3.2,0.3,51207,6098,32.8,0.5,41493,1216,56.4,0.5,55892,1346,4.1,0.3,28134,2556,36.0,0.6,49981,1901,39.5,0.6,60994,1947,20.4,0.4,37476,1290,124916,1129,55357,977,50.0,0.7,48257,1917,50.0,0.7,62671,1498,69.9,0.9,68204,1304,21.1,0.7,29241,1629,9.0,0.6,39962,2532,43174,1156,29918,1481,53.8,1.4,25978,1416,44.2,1.4,22389,1607,9.6,1.1,42083,5093,46.2,1.4,35972,1815,35.2,1.4,32019,2963,11.0,1.1,50600,6957,33.1,(X),(X),(X),32.9,(X),(X),(X),29.8,(X),(X),(X)
0500000US06101,06101,"Sutter County, California",31723,387,51527,1534,76.0,1.2,53253,2005,1.9,0.3,56014,9885,1.2,0.4,56579,28315,10.6,0.7,47477,6981,0.4,0.2,28036,27809,6.1,0.8,40227,4214,3.9,0.6,35114,10157,22.6,0.9,40678,2503,60.8,1.0,58188,2854,4.5,0.8,27546,7592,34.0,1.1,54413,3554,38.1,1.1,60047,3672,23.5,0.9,41690,3175,23137,545,58434,2848,48.5,1.6,54052,3776,51.5,1.6,61515,3014,73.2,1.9,67015,3963,18.1,1.5,30057,3363,8.8,1.3,36178,3756,8586,513,30516,1844,51.4,2.9,24186,2948,44.9,3.0,21353,1707,6.5,1.4,55708,2626,48.6,2.9,35676,3508,36.3,3.1,32260,3820,12.3,2.3,48381,12096,25.5,(X),(X),(X),25.7,(X),(X),(X),21.3,(X),(X),(X)
0500000US06103,06103,"Tehama County, California",23480,447,42369,1978,91.0,1.1,42342,1985,0.0,0.1,-,**,2.3,0.6,36058,27991,0.8,0.3,43553,12100,0.1,0.1,96146,49146,3.1,0.8,47566,20106,2.6,0.7,31549,17906,15.7,1.1,44103,7813,79.6,1.3,42663,1951,3.2,0.8,23531,4500,28.9,1.2,45943,2274,39.3,1.3,51578,2608,28.6,1.0,34974,2047,16245,544,49731,2639,42.3,2.3,45320,3141,57.7,2.3,53074,2625,74.1,2.5,58407,2798,18.3,2.0,26250,5079,7.6,1.7,31250,2804,7235,516,26536,1895,54.1,3.7,23393,2147,45.5,3.8,21391,1519,8.6,1.9,38867,9814,45.9,3.7,31065,3042,35.8,3.2,26806,2995,10.1,3.0,39509,5155,31.4,(X),(X),(X),32.2,(X),(X),(X),25.9,(X),(X),(X)
0500000US06105,06105,"Trinity County, California",5521,215,36862,5463,90.5,2.0,37895,6307,0.3,0.4,-,**,3.2,1.3,18086,3509,0.8,0.4,93224,61559,0.4,0.7,-,**,0.6,0.6,41250,31841,4.3,1.9,45875,26548,3.7,1.6,50511,16173,88.2,2.6,36976,6041,0.6,0.5,32917,31482,21.1,2.4,45774,24364,43.1,2.5,40441,9312,35.3,2.4,32863,2594,3394,252,49221,6984,29.8,3.8,44250,22235,70.2,3.8,49934,7230,79.5,4.3,54958,8580,11.3,3.3,21146,8511,9.3,3.0,30100,27564,2127,210,22443,3469,49.6,6.3,27159,8594,41.5,7.0,23242,8015,8.1,3.8,48398,26881,50.4,6.3,21035,2789,39.1,5.8,18213,2149,11.3,4.4,40588,27741,25.7,(X),(X),(X),27.0,(X),(X),(X),21.9,(X),(X),(X)
0500000US06107,06107,"Tulare County, California",132706,771,42863,901,83.7,0.6,43600,970,1.7,0.2,22182,9520,1.2,0.2,32649,5957,3.1,0.2,64043,6929,0.1,0.1,11601,27205,7.8,0.6,36633,2179,2.4,0.3,38339,6239,50.7,0.5,35172,1164,42.7,0.5,55218,1783,4.3,0.4,24722,2365,38.7,0.5,43921,1741,38.1,0.5,50606,1727,19.0,0.4,35481,1432,104044,1119,45296,1030,54.2,0.9,37271,1565,45.8,0.9,54814,1812,68.0,1.1,56611,1536,21.3,0.9,25068,1307,10.7,0.7,32814,1739,28662,917,27177,1506,52.2,1.7,22474,2052,44.1,1.6,21215,1458,8.2,1.1,34070,5183,47.8,1.7,33331,3263,35.7,1.8,26711,2704,12.1,1.4,48670,4460,38.2,(X),(X),(X),38.1,(X),(X),(X),33.5,(X),(X),(X)
0500000US06109,06109,"Tuolumne County, California",22181,573,48493,1823,93.8,1.0,48714,2047,0.8,0.5,30469,11717,1.6,0.5,42019,3177,0.7,0.2,58125,14111,0.1,0.1,-,**,1.2,0.5,47604,9521,1.8,0.7,65956,30551,6.9,0.8,49593,11900,88.6,1.2,48601,2108,3.7,1.0,16798,6227,21.0,1.4,54440,2831,41.9,1.3,56368,3903,33.4,1.4,39644,3488,14709,634,58355,2513,30.9,2.5,54809,6388,69.1,2.5,59503,3686,76.7,3.0,67109,4138,15.5,2.6,30513,4901,7.8,1.7,24605,8775,7472,559,29167,2558,54.9,4.2,27556,3053,46.0,3.9,25682,4078,8.9,3.0,46208,8953,45.1,4.2,31431,5295,37.6,4.1,28028,6059,7.5,2.4,56154,23966,30.9,(X),(X),(X),32.6,(X),(X),(X),25.1,(X),(X),(X)
0500000US06111,06111,"Ventura County, California",267829,963,77335,779,81.9,0.4,77254,900,1.8,0.1,77946,10928,0.7,0.1,60278,9510,6.8,0.2,104721,3121,0.1,0.1,85947,27637,6.1,0.4,57064,3588,2.6,0.2,72706,9084,28.8,0.4,58668,1453,60.8,0.4,86129,1013,2.2,0.2,43911,2328,31.5,0.4,77968,1524,43.0,0.3,94362,1634,23.3,0.3,52997,1694,197214,1457,86890,997,45.9,0.6,83048,1478,54.1,0.6,90119,1788,75.6,0.6,101080,1291,16.9,0.5,45251,1959,7.6,0.4,63841,3112,70615,1525,46791,1337,55.9,1.1,40050,1826,45.8,1.1,32708,1320,10.1,0.7,80569,5103,44.1,1.1,56108,2345,32.3,1.3,46329,3232,11.7,0.8,85907,7289,28.4,(X),(X),(X),28.5,(X),(X),(X),24.6,(X),(X),(X)
0500000US06113,06113,"Yolo County, California",70953,626,55508,1754,72.4,0.8,61075,2332,2.6,0.3,42671,11865,1.2,0.3,53487,5462,11.4,0.5,43634,3710,0.4,0.1,46563,53878,7.8,0.6,45687,4040,4.3,0.6,47816,10959,23.5,0.6,45807,2421,58.7,0.6,66902,1679,11.2,0.7,20440,1925,33.6,0.7,56886,2278,36.3,0.7,80557,3413,18.9,0.6,43990,3105,43978,835,75225,2152,48.7,1.2,71130,3722,51.3,1.2,78651,3396,76.0,1.5,90108,2793,16.5,1.1,38526,2690,7.5,0.9,47297,4302,26975,884,31120,1489,55.0,1.6,28573,1754,37.8,1.8,27896,2315,17.3,1.2,29833,3392,45.0,1.6,36334,2446,26.5,1.7,30335,5463,18.5,1.8,43726,2957,25.9,(X),(X),(X),24.5,(X),(X),(X),26.7,(X),(X),(X)
0500000US06115,06115,"Yuba County, California",24712,425,45470,1777,76.4,1.3,46958,1942,3.3,0.6,36728,9626,1.7,0.5,32238,17316,5.3,0.7,43026,13934,0.3,0.2,44375,60673,7.8,0.9,42826,6652,5.4,1.0,36125,12647,20.0,1.1,40515,4226,66.3,1.4,47872,2209,5.9,0.9,27398,7574,36.4,1.4,50499,3494,38.0,1.2,49878,5445,19.7,0.9,34952,4795,17914,538,49560,2707,50.2,2.2,46601,2890,49.8,2.2,54633,7421,68.6,2.4,60383,3367,20.4,2.0,25403,2709,11.0,1.5,36066,7773,6798,511,26565,1973,47.2,3.8,24279,2901,39.1,3.6,20211,3583,8.1,2.2,57679,17211,52.8,3.8,30758,6126,36.3,3.9,22519,4534,16.4,3.4,56639,17994,21.5,(X),(X),(X),21.0,(X),(X),(X),20.7,(X),(X),(X)
